Insc. Red,logr_numpredial
215.188.02.0290,"DOMINGOS DE ALMEIDA, 1780"
215.191.04.0595,"DOMINGOS DE ALMEIDA, 1753"
215.041.02.0850,"DOMINGOS RAMPELOTTI, 337"
215.044.05.1300,"DOMINGOS RAMPELOTTI, 1480"
215.043.02.0505,"DOMINGOS RAMPELOTTI, 132"
215.043.02.0470,"DOMINGOS RAMPELOTTI, 182"
215.043.02.0560,"DOMINGOS RAMPELOTTI, 34"
215.042.02.0890,"DOMINGOS RAMPELOTTI, 57"
215.630.01.6500,"DOMINGOS RAMPELOTTI, 5408"
215.630.02.0840,"DOMINGOS RAMPELOTTI, 1587"
215.044.05.2200,"DOMINGOS RAMPELOTTI, 2532"
215.041.02.2800,"DOMINGOS RAMPELOTTI, S/N"
215.041.02.2900,"DOMINGOS RAMPELOTTI, S/N"
215.043.02.0480,"DOMINGOS RAMPELOTTI, 170"
215.630.01.1550,"DOMINGOS RAMPELOTTI, 3191"
215.630.01.1600,"DOMINGOS RAMPELOTTI, 3199"
215.630.01.1650,"DOMINGOS RAMPELOTTI, 3201"
215.630.01.1700,"DOMINGOS RAMPELOTTI, 3241"
215.650.01.0500,"DOMINGOS RAMPELOTTI, 3347"
215.041.02.1400,"DOMINGOS RAMPELOTTI, 621"
215.044.05.1600,"DOMINGOS RAMPELOTTI, 1975"
215.044.05.2000,"DOMINGOS RAMPELOTTI, 2647"
215.630.01.1820,"DOMINGOS RAMPELOTTI, 3290"
215.680.01.0900,"DOMINGOS RAMPELOTTI, 654"
215.630.01.2000,"DOMINGOS RAMPELOTTI, 3600"
215.630.01.1900,"DOMINGOS RAMPELOTTI, 3445"
215.042.02.0820,"DOMINGOS RAMPELOTTI, 125"
215.630.01.1350,"DOMINGOS RAMPELOTTI, 3155"
215.630.01.2400,"DOMINGOS RAMPELOTTI, 4323"
215.630.01.1450,"DOMINGOS RAMPELOTTI, 3171"
215.642.01.0500,"DOMINGOS RAMPELOTTI, S/N"
215.630.02.0250,"DOMINGOS RAMPELOTTI, 1105"
215.041.02.1000,"DOMINGOS RAMPELOTTI, 730"
215.042.02.0780,"DOMINGOS RAMPELOTTI, 203"
215.630.01.1100,"DOMINGOS RAMPELOTTI, 2647"
215.630.01.1110,"DOMINGOS RAMPELOTTI, 2647"
215.044.05.1100,"DOMINGOS RAMPELOTTI, 1160"
215.630.01.2450,"DOMINGOS RAMPELOTTI, 5206"
215.041.02.1300,"DOMINGOS RAMPELOTTI, 525"
215.630.01.2250,"DOMINGOS RAMPELOTTI, 4175"
215.630.02.7000,"DOMINGOS RAMPELOTTI, 6185"
215.043.02.0490,"DOMINGOS RAMPELOTTI, 156"
215.043.02.0520,"DOMINGOS RAMPELOTTI, 104"
215.044.05.1550,"DOMINGOS RAMPELOTTI, 1740"
215.630.01.1030,"DOMINGOS RAMPELOTTI, S/N"
215.630.01.1020,"DOMINGOS RAMPELOTTI, S/N"
215.630.01.0980,"DOMINGOS RAMPELOTTI, 2516"
215.630.01.0900,"DOMINGOS RAMPELOTTI, S/N"
215.630.01.6020,"DOMINGOS RAMPELOTTI, 5429"
215.041.02.0900,"DOMINGOS RAMPELOTTI, 385"
215.630.01.1000,"DOMINGOS RAMPELOTTI, 2811"
215.041.02.1500,"DOMINGOS RAMPELOTTI, 655"
215.043.02.0450,"DOMINGOS RAMPELOTTI, 240"
215.042.02.0850,"DOMINGOS RAMPELOTTI, 97"
215.043.02.0555,"DOMINGOS RAMPELOTTI, 36"
215.630.02.4200,"DOMINGOS RAMPELOTTI, 6696"
215.630.01.2090,"DOMINGOS RAMPELOTTI, 4136"
215.630.01.1800,"DOMINGOS RAMPELOTTI, 3255"
215.043.02.0400,"DOMINGOS RAMPELOTTI, 290"
215.630.01.2350,"DOMINGOS RAMPELOTTI, 4273"
215.630.01.2200,"DOMINGOS RAMPELOTTI, 4135"
215.630.01.2300,"DOMINGOS RAMPELOTTI, 4223"
215.044.05.1000,"DOMINGOS RAMPELOTTI, 1100"
215.630.01.1200,"DOMINGOS RAMPELOTTI, 2857"
215.630.02.0150,"DOMINGOS RAMPELOTTI, 975"
215.041.02.2300,"DOMINGOS RAMPELOTTI, 785"
215.042.02.0800,"DOMINGOS RAMPELOTTI, 151"
215.630.01.1875,"DOMINGOS RAMPELOTTI, 3440"
215.630.01.2100,"DOMINGOS RAMPELOTTI, 4070"
215.630.02.5000,"DOMINGOS RAMPELOTTI, 6262"
215.630.01.1250,"DOMINGOS RAMPELOTTI, 3005"
215.630.02.0700,"DOMINGOS RAMPELOTTI, 1435"
215.630.02.0230,"DOMINGOS RAMPELOTTI, 965"
215.630.01.1850,"DOMINGOS RAMPELOTTI, 3285"
215.041.02.1200,"DOMINGOS RAMPELOTTI, 525"
215.630.01.1990,"DOMINGOS RAMPELOTTI, 3890"
215.043.02.0550,"DOMINGOS RAMPELOTTI, 60"
215.041.02.1600,"DOMINGOS RAMPELOTTI, 681"
215.630.01.3200,"DOMINGOS RAMPELOTTI, S/N"
215.041.02.0810,"DOMINGOS RAMPELOTTI, 275"
215.630.01.2550,"DOMINGOS RAMPELOTTI, 4485"
215.041.02.1100,"DOMINGOS RAMPELOTTI, 421"
215.041.02.1700,"DOMINGOS RAMPELOTTI, 701"
215.630.02.0650,"DOMINGOS RAMPELOTTI, 1387"
215.630.02.0390,"DOMINGOS RAMPELOTTI, 1285"
215.044.05.1520,"DOMINGOS RAMPELOTTI, 1710"
215.630.01.1500,"DOMINGOS RAMPELOTTI, 3181"
215.041.02.2700,"DOMINGOS RAMPELOTTI, 901"
215.630.01.2600,"DOMINGOS RAMPELOTTI, 5201"
215.630.02.3900,"DOMINGOS RAMPELOTTI, 6371"
215.630.01.2500,"DOMINGOS RAMPELOTTI, 5044"
215.630.01.2270,"DOMINGOS RAMPELOTTI, 4200"
215.630.01.2290,"DOMINGOS RAMPELOTTI, 4220"
215.630.01.2700,"DOMINGOS RAMPELOTTI, 4655"
215.630.01.2800,"DOMINGOS RAMPELOTTI, 4685"
215.044.05.1200,"DOMINGOS RAMPELOTTI, 1434"
215.630.02.0750,"DOMINGOS RAMPELOTTI, 1487"
215.041.02.2720,"DOMINGOS RAMPELOTTI, 935"
215.630.02.0160,"DOMINGOS RAMPELOTTI, 840"
215.630.01.1070,"DOMINGOS RAMPELOTTI, 2505"
215.630.01.0950,"DOMINGOS RAMPELOTTI, 1901"
215.630.02.0400,"DOMINGOS RAMPELOTTI, 1299"
215.630.02.4000,"DOMINGOS RAMPELOTTI, 6436"
215.630.02.0190,"DOMINGOS RAMPELOTTI, 1024"
215.630.01.6400,"DOMINGOS RAMPELOTTI, 5593"
215.630.01.6000,"DOMINGOS RAMPELOTTI, 5455"
215.630.01.6100,"DOMINGOS RAMPELOTTI, 5477"
215.630.01.6200,"DOMINGOS RAMPELOTTI, 5499"
215.630.01.6300,"DOMINGOS RAMPELOTTI, 5537"
215.630.02.0200,"DOMINGOS RAMPELOTTI, 1021"
215.630.02.4150,"DOMINGOS RAMPELOTTI, 6425"
215.041.02.0950,"DOMINGOS RAMPELOTTI, 475"
215.630.01.1950,"DOMINGOS RAMPELOTTI, 3501"
215.630.01.2340,"DOMINGOS RAMPELOTTI, 4274"
215.630.02.0800,"DOMINGOS RAMPELOTTI, 1525"
215.041.02.2400,"DOMINGOS RAMPELOTTI, 813"
215.630.01.2070,"DOMINGOS RAMPELOTTI, 4060"
215.630.01.2150,"DOMINGOS RAMPELOTTI, 4073"
215.041.02.2000,"DOMINGOS RAMPELOTTI, 3601"
215.044.05.1500,"DOMINGOS RAMPELOTTI, 1660"
215.043.02.0545,"DOMINGOS RAMPELOTTI, 64"
215.044.05.1400,"DOMINGOS RAMPELOTTI, 1576"
215.043.02.0530,"DOMINGOS RAMPELOTTI, 92"
215.043.02.0300,"DOMINGOS RAMPELOTTI, 420"
215.042.01.0760,"DOMINGOS RAMPELOTTI, 229"
215.043.02.0510,"DOMINGOS RAMPELOTTI, 116"
215.042.02.0810,"DOMINGOS RAMPELOTTI, 137"
215.042.02.0830,"DOMINGOS RAMPELOTTI, 109"
215.630.01.1280,"DOMINGOS RAMPELOTTI, 3090"
215.043.02.0540,"DOMINGOS RAMPELOTTI, 80"
215.042.02.0860,"DOMINGOS RAMPELOTTI, 81"
215.042.02.0770,"DOMINGOS RAMPELOTTI, 215"
215.630.02.6700,"DOMINGOS RAMPELOTTI, 6055"
215.630.01.2900,"DOMINGOS RAMPELOTTI, 4597"
215.043.02.0500,"DOMINGOS RAMPELOTTI, 140"
215.630.01.1920,"DOMINGOS RAMPELOTTI, 67"
215.630.01.1930,"DOMINGOS RAMPELOTTI, 73"
215.630.01.1975,"DOMINGOS RAMPELOTTI, 3890"
215.043.02.0350,"DOMINGOS RAMPELOTTI, 408"
215.041.02.0800,"DOMINGOS RAMPELOTTI, 235"
215.180.01.1130,"EDMUNDO LEOPOLDO MERIZIO, 1325"
215.082.01.0200,"EGIDIA DOS SANTOS EVARISTO, 105"
215.082.01.0250,"EGIDIA DOS SANTOS EVARISTO, 75"
215.005.03.0835,"ERMINIA ALVES, 75"
215.205.02.0175,"EUCLIDES ALBERTO MELIES, 204"
215.202.01.0160,"EUCLIDES ALBERTO MELIES, 645"
215.205.02.0195,"EUCLIDES ALBERTO MELIES, 224"
215.205.02.0215,"EUCLIDES ALBERTO MELIES, 244"
215.201.03.0695,"EUCLIDES ALBERTO MELIES, 502"
215.205.02.0235,"EUCLIDES ALBERTO MELIES, 264"
215.201.03.0485,"EUCLIDES ALBERTO MELIES, 702"
215.201.03.0575,"EUCLIDES ALBERTO MELIES, 622"
215.201.03.0445,"EUCLIDES ALBERTO MELIES, 762"
215.205.02.0135,"EUCLIDES ALBERTO MELIES, 164"
215.209.01.0035,"EUCLIDES ALBERTO MELIES, 55"
215.202.01.0180,"EUCLIDES ALBERTO MELIES, 665"
215.206.01.0265,"EUCLIDES ALBERTO MELIES, 345"
215.201.03.0675,"EUCLIDES ALBERTO MELIES, 522"
215.202.01.0020,"EUCLIDES ALBERTO MELIES, 505"
215.201.03.0655,"EUCLIDES ALBERTO MELIES, 542"
215.201.03.0615,"EUCLIDES ALBERTO MELIES, 582"
215.202.01.0200,"EUCLIDES ALBERTO MELIES, 685"
215.201.03.0595,"EUCLIDES ALBERTO MELIES, 602"
215.201.03.0555,"EUCLIDES ALBERTO MELIES, 642"
215.201.03.0535,"EUCLIDES ALBERTO MELIES, 662"
215.202.01.0260,"EUCLIDES ALBERTO MELIES, 765"
215.201.03.0425,"EUCLIDES ALBERTO MELIES, 782"
215.205.02.0115,"EUCLIDES ALBERTO MELIES, 144"
215.202.01.0240,"EUCLIDES ALBERTO MELIES, 725"
215.202.01.0060,"EUCLIDES ALBERTO MELIES, 545"
215.202.01.0080,"EUCLIDES ALBERTO MELIES, 565"
215.202.01.0100,"EUCLIDES ALBERTO MELIES, 585"
215.202.01.0120,"EUCLIDES ALBERTO MELIES, 605"
215.202.01.0140,"EUCLIDES ALBERTO MELIES, 625"
215.202.01.0300,"EUCLIDES ALBERTO MELIES, 805"
215.205.02.0095,"EUCLIDES ALBERTO MELIES, 124"
215.206.01.0045,"EUCLIDES ALBERTO MELIES, 125"
215.206.01.0285,"EUCLIDES ALBERTO MELIES, 365"
215.208.02.0070,"EUCLIDES ALBERTO MELIES, 50"
215.209.01.0055,"EUCLIDES ALBERTO MELIES, 55"
215.206.01.0025,"EUCLIDES ALBERTO MELIES, 105"
215.206.01.0005,"EUCLIDES ALBERTO MELIES, 85"
215.205.02.0155,"EUCLIDES ALBERTO MELIES, 184"
215.201.03.0405,"EUCLIDES ALBERTO MELIES, 802"
215.202.01.0350,"EUCLIDES ALBERTO MELIES, 855"
215.202.01.0040,"EUCLIDES ALBERTO MELIES, 525"
215.202.01.0220,"EUCLIDES ALBERTO MELIES, 705"
215.203.02.0200,"EUCLIDES ALBERTO MELIES, 405"
215.205.02.0335,"EUCLIDES ALBERTO MELIES, 364"
215.205.02.0075,"EUCLIDES ALBERTO MELIES, 104"
215.206.01.0105,"EUCLIDES ALBERTO MELIES, 185"
215.206.01.0245,"EUCLIDES ALBERTO MELIES, 325"
215.202.01.0280,"EUCLIDES ALBERTO MELIES, 785"
215.205.02.0315,"EUCLIDES ALBERTO MELIES, 344"
215.205.02.0255,"EUCLIDES ALBERTO MELIES, 284"
215.206.01.0065,"EUCLIDES ALBERTO MELIES, 145"
215.206.01.0085,"EUCLIDES ALBERTO MELIES, 165"
215.206.01.0225,"EUCLIDES ALBERTO MELIES, 305"
215.206.01.0145,"EUCLIDES ALBERTO MELIES, 225"
215.206.01.0125,"EUCLIDES ALBERTO MELIES, 205"
215.206.01.0165,"EUCLIDES ALBERTO MELIES, 245"
215.206.01.0185,"EUCLIDES ALBERTO MELIES, 265"
215.206.01.0205,"EUCLIDES ALBERTO MELIES, 285"
215.209.01.0015,"EUCLIDES ALBERTO MELIES, 5"
215.205.02.0275,"EUCLIDES ALBERTO MELIES, 304"
215.201.03.0635,"EUCLIDES ALBERTO MELIES, 562"
215.205.02.0295,"EUCLIDES ALBERTO MELIES, 324"
215.208.02.0090,"EUCLIDES ALBERTO MELIES, 30"
215.201.03.0515,"EUCLIDES ALBERTO MELIES, 682"
215.201.03.0355,"EUCLIDES ALBERTO MELIES, 840"
215.260.02.0020,"EUGENIO DE OLIVEIRA, 37"
215.260.02.0030,"EUGENIO DE OLIVEIRA, 31"
215.260.02.0010,"EUGENIO DE OLIVEIRA, 43"
215.053.01.0370,"FERMINO VIEIRA CORDEIRO, 3495"
215.010.01.0150,"FERMINO VIEIRA CORDEIRO, 2154"
215.038.01.0200,"FERMINO VIEIRA CORDEIRO, 1420"
215.039.01.0500,"FERMINO VIEIRA CORDEIRO, 1200"
215.039.01.0430,"FERMINO VIEIRA CORDEIRO, 1160"
215.009.01.0850,"FERMINO VIEIRA CORDEIRO, 2900"
215.009.01.0160,"FERMINO VIEIRA CORDEIRO, 2448"
215.038.01.0040,"FERMINO VIEIRA CORDEIRO, 1284"
215.038.01.0360,"FERMINO VIEIRA CORDEIRO, 1600"
215.010.01.0120,"FERMINO VIEIRA CORDEIRO, 2082"
215.038.01.0070,"FERMINO VIEIRA CORDEIRO, 1334"
215.009.01.0260,"FERMINO VIEIRA CORDEIRO, 2634"
215.010.01.0200,"FERMINO VIEIRA CORDEIRO, 2218"
215.052.03.0350,"FERMINO VIEIRA CORDEIRO, 2901"
215.045.01.0230,"FERMINO VIEIRA CORDEIRO, 1501"
215.038.01.0440,"FERMINO VIEIRA CORDEIRO, 1720"
215.008.01.0060,"FERMINO VIEIRA CORDEIRO, 3274"
215.010.01.0060,"FERMINO VIEIRA CORDEIRO, 2040"
215.038.01.0280,"FERMINO VIEIRA CORDEIRO, 1536"
215.052.03.0240,"FERMINO VIEIRA CORDEIRO, 2801"
215.045.01.0530,"FERMINO VIEIRA CORDEIRO, 1915"
215.008.01.0120,"FERMINO VIEIRA CORDEIRO, 3350"
215.038.01.0430,"FERMINO VIEIRA CORDEIRO, 1678"
215.053.01.0310,"FERMINO VIEIRA CORDEIRO, 3405"
215.053.01.0280,"FERMINO VIEIRA CORDEIRO, 3345"
215.008.01.0100,"FERMINO VIEIRA CORDEIRO, 3318"
215.045.01.0380,"FERMINO VIEIRA CORDEIRO, 1681"
215.053.01.0080,"FERMINO VIEIRA CORDEIRO, 3049"
215.044.01.0030,"FERMINO VIEIRA CORDEIRO, 319"
215.047.02.0320,"FERMINO VIEIRA CORDEIRO, 2381"
215.039.01.0280,"FERMINO VIEIRA CORDEIRO, 1040"
215.053.01.0180,"FERMINO VIEIRA CORDEIRO, 3195"
215.044.01.0670,"FERMINO VIEIRA CORDEIRO, 915"
215.027.01.0020,"FERMINO VIEIRA CORDEIRO, 1778"
215.044.01.0650,"FERMINO VIEIRA CORDEIRO, 775"
215.044.01.0590,"FERMINO VIEIRA CORDEIRO, 733"
215.010.01.0160,"FERMINO VIEIRA CORDEIRO, 2154"
215.010.01.0100,"FERMINO VIEIRA CORDEIRO, 2062"
215.043.04.0900,"FERMINO VIEIRA CORDEIRO, 141"
215.043.04.0800,"FERMINO VIEIRA CORDEIRO, 125"
215.039.01.0550,"FERMINO VIEIRA CORDEIRO, 1280"
215.052.03.0220,"FERMINO VIEIRA CORDEIRO, 2761"
215.044.01.0220,"FERMINO VIEIRA CORDEIRO, 431"
215.053.01.0070,"FERMINO VIEIRA CORDEIRO, 3031"
215.009.01.0280,"FERMINO VIEIRA CORDEIRO, 2676"
215.053.01.0400,"FERMINO VIEIRA CORDEIRO, 3557"
215.045.01.0020,"FERMINO VIEIRA CORDEIRO, 1059"
215.053.01.0420,"FERMINO VIEIRA CORDEIRO, 3589"
215.045.01.0450,"FERMINO VIEIRA CORDEIRO, 1807"
215.044.01.0400,"FERMINO VIEIRA CORDEIRO, 531"
215.045.01.0510,"FERMINO VIEIRA CORDEIRO, 1875"
215.044.01.0260,"FERMINO VIEIRA CORDEIRO, 507"
215.038.01.0130,"FERMINO VIEIRA CORDEIRO, 1360"
215.053.01.0270,"FERMINO VIEIRA CORDEIRO, 3325"
215.053.01.0320,"FERMINO VIEIRA CORDEIRO, 3421"
215.053.01.0380,"FERMINO VIEIRA CORDEIRO, 3515"
215.053.01.0230,"FERMINO VIEIRA CORDEIRO, 3263"
215.039.01.0170,"FERMINO VIEIRA CORDEIRO, 888"
215.045.01.0560,"FERMINO VIEIRA CORDEIRO, 1981"
215.009.01.0640,"FERMINO VIEIRA CORDEIRO, 2830"
215.009.01.0590,"FERMINO VIEIRA CORDEIRO, 2726"
215.044.01.0680,"FERMINO VIEIRA CORDEIRO, 935"
215.040.01.0140,"FERMINO VIEIRA CORDEIRO, 622"
215.052.03.0280,"FERMINO VIEIRA CORDEIRO, 2819"
215.045.01.0250,"FERMINO VIEIRA CORDEIRO, 1611"
215.027.01.0130,"FERMINO VIEIRA CORDEIRO, 1896"
215.053.01.0020,"FERMINO VIEIRA CORDEIRO, 2971"
215.047.02.0300,"FERMINO VIEIRA CORDEIRO, 2441"
215.009.01.0230,"FERMINO VIEIRA CORDEIRO, 2570"
215.009.01.0630,"FERMINO VIEIRA CORDEIRO, 2800"
215.038.01.0150,"FERMINO VIEIRA CORDEIRO, 1376"
215.045.01.0010,"FERMINO VIEIRA CORDEIRO, 1039"
215.053.01.0350,"FERMINO VIEIRA CORDEIRO, 3467"
215.009.01.0170,"FERMINO VIEIRA CORDEIRO, 2460"
215.003.01.0450,"FERMINO VIEIRA CORDEIRO, 110"
215.045.01.0430,"FERMINO VIEIRA CORDEIRO, 1737"
215.003.01.0480,"FERMINO VIEIRA CORDEIRO, 160"
215.021.01.0010,"FERMINO VIEIRA CORDEIRO, 1465"
215.052.03.0340,"FERMINO VIEIRA CORDEIRO, 2889"
215.009.01.0800,"FERMINO VIEIRA CORDEIRO, 2888"
215.003.01.0910,"FERMINO VIEIRA CORDEIRO, 492"
215.040.01.0085,"FERMINO VIEIRA CORDEIRO, 534"
215.008.01.0440,"FERMINO VIEIRA CORDEIRO, 3650"
215.053.01.0120,"FERMINO VIEIRA CORDEIRO, 3095"
215.027.01.0100,"FERMINO VIEIRA CORDEIRO, 1854"
215.053.01.0010,"FERMINO VIEIRA CORDEIRO, 2957"
215.008.01.0265,"FERMINO VIEIRA CORDEIRO, 3500"
215.003.01.0920,"FERMINO VIEIRA CORDEIRO, 502"
215.044.01.0020,"FERMINO VIEIRA CORDEIRO, 307"
215.040.01.0290,"FERMINO VIEIRA CORDEIRO, 0"
215.044.01.0200,"FERMINO VIEIRA CORDEIRO, 391"
215.045.01.0070,"FERMINO VIEIRA CORDEIRO, 1187"
215.040.01.0120,"FERMINO VIEIRA CORDEIRO, 596"
215.043.04.0830,"FERMINO VIEIRA CORDEIRO, 185"
215.009.01.0195,"FERMINO VIEIRA CORDEIRO, 2490"
215.009.01.0210,"FERMINO VIEIRA CORDEIRO, 2530"
215.008.01.0310,"FERMINO VIEIRA CORDEIRO, 3576"
215.038.01.0230,"FERMINO VIEIRA CORDEIRO, 1510"
215.009.01.0200,"FERMINO VIEIRA CORDEIRO, 2500"
215.053.01.0340,"FERMINO VIEIRA CORDEIRO, 3461"
215.044.01.0570,"FERMINO VIEIRA CORDEIRO, 683"
215.027.01.0070,"FERMINO VIEIRA CORDEIRO, 1800"
215.052.03.0300,"FERMINO VIEIRA CORDEIRO, 2831"
215.053.01.0210,"FERMINO VIEIRA CORDEIRO, 3239"
215.053.01.0060,"FERMINO VIEIRA CORDEIRO, 3001"
215.040.01.0240,"FERMINO VIEIRA CORDEIRO, 774"
215.045.01.0550,"FERMINO VIEIRA CORDEIRO, 1965"
215.008.01.0020,"FERMINO VIEIRA CORDEIRO, 3230"
215.009.01.0240,"FERMINO VIEIRA CORDEIRO, 2590"
215.045.01.0410,"FERMINO VIEIRA CORDEIRO, 1727"
215.009.01.0270,"FERMINO VIEIRA CORDEIRO, 2650"
215.053.01.0040,"FERMINO VIEIRA CORDEIRO, 2991"
215.053.01.0300,"FERMINO VIEIRA CORDEIRO, 3375"
215.009.01.0180,"FERMINO VIEIRA CORDEIRO, 2470"
215.045.01.0050,"FERMINO VIEIRA CORDEIRO, 1135"
215.047.02.0430,"FERMINO VIEIRA CORDEIRO, 2405"
215.053.01.0200,"FERMINO VIEIRA CORDEIRO, 3227"
215.043.04.0890,"FERMINO VIEIRA CORDEIRO, 277"
215.009.01.0660,"FERMINO VIEIRA CORDEIRO, 2872"
215.009.01.0205,"FERMINO VIEIRA CORDEIRO, 2510"
215.040.01.0070,"FERMINO VIEIRA CORDEIRO, 0"
215.027.01.0200,"FERMINO VIEIRA CORDEIRO, 1920"
215.009.01.0190,"FERMINO VIEIRA CORDEIRO, 2460"
215.053.01.0090,"FERMINO VIEIRA CORDEIRO, 3055"
215.053.01.0250,"FERMINO VIEIRA CORDEIRO, 3289"
215.010.01.0140,"FERMINO VIEIRA CORDEIRO, 2120"
215.053.01.0330,"FERMINO VIEIRA CORDEIRO, 3447"
215.009.01.0150,"FERMINO VIEIRA CORDEIRO, 2392"
215.044.01.0010,"FERMINO VIEIRA CORDEIRO, 295"
215.003.01.0720,"FERMINO VIEIRA CORDEIRO, 270"
215.008.01.0160,"FERMINO VIEIRA CORDEIRO, 3400"
215.052.03.0200,"FERMINO VIEIRA CORDEIRO, 2715"
215.045.01.0440,"FERMINO VIEIRA CORDEIRO, 1745"
215.045.01.0090,"FERMINO VIEIRA CORDEIRO, 1271"
215.044.01.0550,"FERMINO VIEIRA CORDEIRO, 623"
215.053.01.0360,"FERMINO VIEIRA CORDEIRO, 3475"
215.003.01.0470,"FERMINO VIEIRA CORDEIRO, 128"
215.052.03.0360,"FERMINO VIEIRA CORDEIRO, 2915"
215.053.01.0170,"FERMINO VIEIRA CORDEIRO, 3173"
215.009.01.0600,"FERMINO VIEIRA CORDEIRO, 2738"
215.009.01.0620,"FERMINO VIEIRA CORDEIRO, 2772"
215.052.03.0370,"FERMINO VIEIRA CORDEIRO, 2945"
215.053.01.0410,"FERMINO VIEIRA CORDEIRO, 3575"
215.047.02.0100,"FERMINO VIEIRA CORDEIRO, 2631"
215.045.01.0570,"FERMINO VIEIRA CORDEIRO, 2001"
215.052.03.0230,"FERMINO VIEIRA CORDEIRO, 2773"
215.043.04.0820,"FERMINO VIEIRA CORDEIRO, 171"
215.044.01.0560,"FERMINO VIEIRA CORDEIRO, 673"
215.008.01.0190,"FERMINO VIEIRA CORDEIRO, 3444"
215.009.01.0290,"FERMINO VIEIRA CORDEIRO, 2682"
215.009.01.0300,"FERMINO VIEIRA CORDEIRO, 2694"
215.053.01.0160,"FERMINO VIEIRA CORDEIRO, 3151"
215.053.01.0390,"FERMINO VIEIRA CORDEIRO, 3545"
215.010.01.0180,"FERMINO VIEIRA CORDEIRO, 2194"
215.044.01.0250,"FERMINO VIEIRA CORDEIRO, 495"
215.044.01.0240,"FERMINO VIEIRA CORDEIRO, 483"
215.043.04.0860,"FERMINO VIEIRA CORDEIRO, 201"
215.010.01.0170,"FERMINO VIEIRA CORDEIRO, 2164"
215.008.01.0280,"FERMINO VIEIRA CORDEIRO, 3554"
215.008.01.0275,"FERMINO VIEIRA CORDEIRO, 3548"
215.010.01.0220,"FERMINO VIEIRA CORDEIRO, 2250"
215.053.01.0220,"FERMINO VIEIRA CORDEIRO, 3251"
215.009.01.0580,"FERMINO VIEIRA CORDEIRO, 2714"
215.008.01.0270,"FERMINO VIEIRA CORDEIRO, 3524"
215.045.01.0540,"FERMINO VIEIRA CORDEIRO, 1937"
215.045.01.0085,"FERMINO VIEIRA CORDEIRO, 1255"
215.045.01.0600,"FERMINO VIEIRA CORDEIRO, 2021"
215.010.01.0190,"FERMINO VIEIRA CORDEIRO, 2206"
215.053.01.0430,"FERMINO VIEIRA CORDEIRO, 3609"
215.009.01.0610,"FERMINO VIEIRA CORDEIRO, 2750"
215.045.01.0165,"FERMINO VIEIRA CORDEIRO, 1359"
215.008.01.0600,"FERMINO VIEIRA CORDEIRO, 3750"
215.053.01.0240,"FERMINO VIEIRA CORDEIRO, 3275"
215.008.01.0180,"FERMINO VIEIRA CORDEIRO, 3420"
215.040.01.0100,"FERMINO VIEIRA CORDEIRO, 574"
215.044.01.0230,"FERMINO VIEIRA CORDEIRO, 471"
215.053.01.0290,"FERMINO VIEIRA CORDEIRO, 3355"
215.003.01.0900,"FERMINO VIEIRA CORDEIRO, 472"
215.009.01.0250,"FERMINO VIEIRA CORDEIRO, 2610"
215.003.01.0710,"FERMINO VIEIRA CORDEIRO, 260"
215.003.01.0680,"FERMINO VIEIRA CORDEIRO, 230"
215.027.01.0010,"FERMINO VIEIRA CORDEIRO, 1756"
215.045.01.0030,"FERMINO VIEIRA CORDEIRO, 1079"
215.045.01.0080,"FERMINO VIEIRA CORDEIRO, 1237"
215.044.01.0040,"FERMINO VIEIRA CORDEIRO, 331"
215.003.01.0820,"FERMINO VIEIRA CORDEIRO, 380"
215.043.04.0870,"FERMINO VIEIRA CORDEIRO, 253"
215.008.01.0260,"FERMINO VIEIRA CORDEIRO, 3474"
215.046.01.0100,"FERMINO VIEIRA CORDEIRO, 2055"
215.052.03.0210,"FERMINO VIEIRA CORDEIRO, 2751"
215.044.01.0600,"FERMINO VIEIRA CORDEIRO, 753"
215.040.01.0220,"FERMINO VIEIRA CORDEIRO, 752"
215.040.01.0210,"FERMINO VIEIRA CORDEIRO, 740"
215.045.01.0180,"FERMINO VIEIRA CORDEIRO, 1379"
215.045.01.0190,"FERMINO VIEIRA CORDEIRO, 1393"
215.045.01.0400,"FERMINO VIEIRA CORDEIRO, 1721"
215.044.01.0210,"FERMINO VIEIRA CORDEIRO, 411"
215.045.01.0500,"FERMINO VIEIRA CORDEIRO, 1855"
215.009.01.0220,"FERMINO VIEIRA CORDEIRO, 2550"
215.047.02.0090,"FERMINO VIEIRA CORDEIRO, 2665"
215.038.01.0420,"FERMINO VIEIRA CORDEIRO, 1658"
215.045.01.0100,"FERMINO VIEIRA CORDEIRO, 1285"
215.008.01.0040,"FERMINO VIEIRA CORDEIRO, 3252"
215.010.01.0030,"FERMINO VIEIRA CORDEIRO, 2000"
215.052.03.0310,"FERMINO VIEIRA CORDEIRO, 2851"
215.009.01.0650,"FERMINO VIEIRA CORDEIRO, 2850"
215.040.01.0110,"FERMINO VIEIRA CORDEIRO, 584"
215.038.01.0170,"FERMINO VIEIRA CORDEIRO, 1390"
215.053.01.0190,"FERMINO VIEIRA CORDEIRO, 3215"
215.038.01.0185,"FERMINO VIEIRA CORDEIRO, 1400"
215.045.01.0130,"FERMINO VIEIRA CORDEIRO, 1297"
215.053.01.0110,"FERMINO VIEIRA CORDEIRO, 3083"
215.038.01.0050,"FERMINO VIEIRA CORDEIRO, 1300"
